Year,Age,Credit,Sex,MaritalStatus,Miles,YearsOwned,CarAge,Value,BodilyInjury,Drivers,Claims
2018,61,B,F,Married,17000,6,7,11176,1171,2,1
2018,24,F,M,Single,3000,9,12,17647,14165,1,2
2018,59,G,F,Divorced,3000,3,9,5500,2067,1,1
2018,47,D,F,Married,17000,1,2,17647,7108,1,2
2018,32,C,M,Single,7000,1,16,7500,5808,2,2
2018,64,E,F,Married,2000,3,11,6470,11610,2,2
2018,36,C,M,Married,10000,3,11,3500,4129,2,2
2018,77,F,M,Single,14000,5,8,12941,3777,1,2
2018,29,E,M,Single,12000,0,0,17647,3034,1,1
2018,44,B,F,Single,15000,0,0,15294,7193,1,2
2018,36,D,M,Single,9000,3,5,6470,34278,2,2
2018,62,B,M,Married,16000,1,3,13000,5638,3,2
2018,38,E,M,Single,10000,0,4,7647,2166,1,1
2018,45,C,F,Married,12000,0,0,12941,17770,3,2
2018,49,C,F,Married,8000,4,4,13000,7417,2,2
2018,28,G,M,Single,10000,5,6,2941,6780,1,2
2018,23,H,M,Single,10000,5,19,11176,5794,1,2
2018,51,F,F,Married,21000,0,6,13000,3152,2,1
2018,59,E,M,Single,13000,2,2,27500,57937,1,2
2018,30,E,M,Single,11000,5,10,8823,6880,1,2
2018,52,F,F,Single,14000,3,3,11000,1165,1,1
2018,39,G,M,Married,14000,1,5,75000,11571,2,2
2018,46,G,M,Single,13000,1,1,22352,1197,2,1
2018,58,F,M,Single,13000,8,8,8823,15356,4,2
2018,34,E,M,Married,11000,1,7,10000,46591,2,2
2018,40,G,M,Married,10000,7,14,588,10798,2,2
2018,51,G,F,Divorced,13000,0,2,76470,4866,3,2
2018,43,F,M,Single,10000,5,5,15000,38968,1,2
2018,31,B,F,Single,19000,0,14,5294,33645,1,2
2018,35,B,M,Single,13000,0,1,15294,1888,1,1
2018,45,G,F,Single,7000,5,12,1764,865,2,1
2018,57,F,F,Married,8000,2,6,2941,17732,1,2
2018,53,E,M,Married,17000,3,5,13000,12801,2,2
2018,53,B,M,Single,10000,1,4,8823,7399,1,2
2018,47,F,F,Single,15000,4,5,11000,5341,1,2
2018,54,B,F,Single,11000,1,1,32352,3779,1,2
2018,77,G,M,Single,7000,0,0,2500,2154,1,1
2018,20,B,F,Single,9000,0,8,6500,792,1,1
2018,43,H,M,Married,9000,1,2,17647,3666,2,2
2018,75,C,M,Married,7000,0,1,27500,6659,2,2
2018,34,C,M,Married,17000,0,0,20000,2324,1,1
2018,69,D,M,Married,4000,2,7,22352,797,1,1
2018,20,B,M,Single,15000,1,5,10000,21967,2,2
2018,44,C,M,Single,12000,4,10,4500,7184,1,2
2018,62,A,F,Married,7000,0,2,37500,2321,2,1
2018,35,C,M,Single,10000,2,3,26470,1655,3,1
2018,62,G,F,Married,12000,1,1,13000,4555,2,2
2018,32,A,F,Single,11000,1,2,20000,12095,1,2
2018,53,A,F,Married,19000,0,3,22352,0,2,0
2018,68,D,M,Single,4000,8,11,8823,9784,1,2
2018,73,D,F,Single,10000,0,0,32500,7813,2,2
2018,22,C,M,Married,11000,5,6,7647,5265,2,2
2018,73,C,M,Widowed,5000,6,8,22500,8375,1,2
2018,49,E,M,Single,12000,2,11,10000,1742,2,1
2018,79,A,M,Single,9000,1,9,20000,7622,4,2
2018,20,E,M,Married,8000,1,1,588,43041,1,2
2018,62,F,M,Married,11000,1,1,15294,8869,2,2
2018,62,F,M,Married,8000,0,6,8500,13693,1,2
2018,48,F,F,Single,12000,0,3,13000,2731,1,1
2018,51,H,M,Married,10000,1,2,55000,4068,2,2
2018,34,C,M,Single,12000,0,6,11176,4021,3,2
2018,55,B,M,Married,11000,0,9,6470,5007,2,2
2018,45,D,M,Married,12000,0,1,20000,4149,1,2
2018,61,F,M,Single,14000,8,12,15000,18565,1,2
2018,79,H,M,Single,6000,0,4,12941,1736,1,1
2018,37,F,M,Single,8000,0,7,17647,14562,3,2
2018,24,E,M,Married,10000,6,13,8823,3512,1,2
2018,62,E,M,Married,15000,0,5,27500,11607,1,2
2018,40,A,M,Married,15000,1,4,44117,1614,1,1
2018,58,E,F,Single,6000,0,14,20000,5277,1,2
2018,56,E,M,Married,15000,8,13,6500,506,2,1
2018,73,B,M,Married,5000,0,1,588,10541,2,2
2018,36,G,M,Single,6000,5,10,15294,15235,1,2
2018,35,C,M,Widowed,18000,0,3,27500,24855,1,2
2018,43,F,M,Single,10000,0,7,5500,16369,1,2
2018,50,F,M,Single,15000,1,2,11000,15110,1,2
2018,50,A,M,Married,8000,5,9,2500,4213,2,2
2018,54,C,F,Single,11000,5,7,20000,3372,1,1
2018,76,D,F,Married,9000,9,9,13000,2869,2,1
2018,51,H,F,Single,21000,0,7,588,4583,1,2
2018,48,H,M,Single,15000,0,1,44117,7103,2,2
2018,64,F,F,Divorced,6000,2,13,4500,30237,3,2
2018,79,B,F,Married,9000,3,4,12941,6117,1,2
2018,43,D,F,Married,9000,6,7,37500,31698,2,2
2018,56,F,M,Married,7000,5,7,7647,17397,2,2
2018,33,E,F,Single,20000,1,2,11000,5704,1,2
2018,41,D,M,Single,2000,0,3,13000,1184,1,1
2018,33,C,F,Married,10000,0,11,8500,11198,1,2
2018,63,E,F,Single,20000,5,6,8823,9874,2,2
2018,33,G,F,Married,11000,3,4,588,1498,1,1
2018,54,F,F,Single,9000,1,1,17000,15976,1,2
2018,38,B,M,Married,10000,0,5,15294,13149,2,2
2018,43,D,M,Married,13000,8,9,32500,11798,2,2
2018,59,B,M,Single,11000,6,7,13000,34073,1,2
2018,55,E,F,Single,19000,8,11,8823,3214,4,1
2018,60,C,M,Single,14000,4,8,12941,509,1,1
2018,48,A,M,Single,13000,2,5,32500,8444,1,2
2018,45,B,M,Single,9000,0,8,9500,6790,1,2
2018,60,F,F,Married,15000,0,2,20000,84075,2,2
2018,59,D,F,Single,19000,0,1,12941,5109,2,2
2018,33,B,F,Married,9000,2,3,47500,10812,2,2
2018,29,E,M,Married,11000,2,7,12941,8895,4,2
2018,50,G,F,Single,9000,0,0,22500,2277,1,1
2018,20,E,M,Single,9000,1,1,26470,28861,1,2
2018,52,G,F,Single,15000,0,3,19000,17178,1,2
2018,32,B,M,Married,4000,0,6,7500,11721,2,2
2018,38,E,F,Single,9000,0,6,20000,8911,1,2
2018,39,E,F,Married,17000,1,2,15000,1832,2,1
2018,29,C,M,Single,13000,1,20,13000,7550,1,2
2018,73,F,M,Single,5000,1,5,4500,5820,2,2
2018,35,G,F,Single,6000,3,3,20000,3646,1,2
2018,50,F,F,Married,9000,3,14,7647,5344,2,2
2018,56,A,F,Single,8000,9,12,12941,13794,2,2
2018,54,D,M,Divorced,11000,6,7,15294,4913,4,2
2018,35,H,M,Married,10000,1,3,88235,6498,2,2
2018,63,E,M,Married,15000,5,13,22352,2650,1,1
2018,67,F,M,Single,13000,3,5,19000,2942,1,1
2018,36,D,F,Single,14000,1,12,11176,4511,1,2
2018,41,E,M,Married,15000,1,1,37500,1183,2,1
2018,43,H,M,Single,9000,0,6,8500,2513,1,1
2018,59,E,F,Single,7000,3,8,12941,14499,1,2
2018,37,E,M,Widowed,9000,9,14,6470,3305,1,1
2018,43,D,M,Single,14000,6,7,26470,21634,3,2
2018,60,C,M,Single,12000,6,11,10000,6293,1,2
2018,32,F,M,Single,15000,3,12,8823,3463,1,1
2018,61,C,M,Married,12000,0,5,22352,24704,1,2
2018,32,D,M,Single,9000,5,11,6500,4414,1,2
2018,63,D,M,Married,11000,4,5,15294,10582,2,2
2018,30,G,F,Married,11000,0,6,9500,1823,1,1
2018,54,A,M,Married,15000,1,2,19000,5343,2,2
2018,47,D,M,Married,19000,2,6,6500,765,2,1
2018,68,D,F,Single,8000,2,2,32352,17347,1,2
2018,68,G,F,Divorced,10000,2,3,19000,7684,3,2
2018,34,F,M,Single,8000,1,6,19000,13152,1,2
2018,61,H,F,Single,16000,2,2,3500,6892,2,2
2018,55,B,M,Married,4000,7,9,2941,57760,2,2
2018,19,C,F,Single,5000,0,12,7500,70398,2,2
2018,53,A,F,Single,14000,1,9,38235,16337,1,2
2018,67,G,F,Married,5000,3,6,22352,8183,3,2
2018,45,B,M,Divorced,12000,0,1,22500,4348,1,2
2018,38,G,M,Married,16000,1,8,20000,1470,1,1
2018,30,A,M,Single,5000,1,12,10000,3047,2,1
2018,27,E,M,Married,12000,0,3,26470,8993,2,2
2018,55,F,M,Married,11000,5,16,7500,9054,2,2
2018,69,C,F,Single,13000,7,10,8823,41247,1,2
2018,55,H,M,Married,10000,3,11,2941,20185,2,2
2018,34,E,M,Divorced,13000,0,0,75000,4973,2,2
2018,23,E,M,Single,10000,4,9,588,33595,4,2
2018,29,H,M,Single,10000,3,4,12941,6989,1,2
2018,46,E,M,Married,14000,0,2,22352,7206,1,2
2018,25,E,M,Single,12000,1,8,7500,31930,1,2
2018,57,C,M,Single,10000,0,2,15000,10192,1,2
2018,42,A,M,Single,7000,6,14,32500,1923,1,1
2018,66,D,M,Single,3000,3,19,4117,9337,2,2
2018,61,E,M,Single,9000,1,4,42500,20074,2,2
2018,45,F,M,Single,2000,4,4,44117,46432,1,2
2018,76,E,M,Married,14000,7,11,7647,1945,2,1
2018,68,C,F,Married,3000,7,11,11176,9261,2,2
2018,47,D,M,Single,6000,4,10,15000,37880,1,2
2018,59,H,F,Married,7000,7,9,15294,3982,2,2
2018,39,D,M,Single,5000,1,10,8823,12601,1,2
2018,41,C,F,Single,12000,0,4,85000,13203,1,2
2018,47,A,M,Single,17000,3,4,12941,1979,2,1
2018,65,D,M,Married,10000,5,7,27500,6825,1,2
2018,49,F,M,Single,13000,7,9,15294,6013,1,2
2018,60,A,M,Single,15000,1,2,32500,20538,1,2
2018,36,D,M,Single,13000,2,4,11000,1766,1,1
2018,51,A,F,Married,10000,0,4,2500,1615,2,1
2018,41,G,F,Married,8000,1,3,22352,2375,2,1
2018,59,B,M,Married,14000,0,0,37500,1767,2,1
2018,26,H,F,Single,11000,0,4,20000,15189,1,2
2018,54,F,F,Married,6000,4,4,12941,1463,2,1
2018,61,F,M,Single,7000,1,5,4500,7321,1,2
2018,37,B,F,Married,6000,1,6,4117,17267,2,2
2018,44,H,F,Single,13000,1,12,12941,2856,1,1
2018,69,F,M,Married,7000,5,6,44117,17216,2,2
2018,45,C,M,Single,19000,4,4,17000,2332,1,1
2018,52,F,F,Single,12000,1,3,88235,1390,1,1
2018,44,F,F,Married,13000,2,5,8500,8710,2,2
2018,29,C,F,Married,12000,2,4,12941,5405,2,2
2018,70,C,F,Single,11000,6,10,11176,1868,1,1
2018,41,A,F,Single,10000,3,4,38235,14830,1,2
2018,50,G,M,Married,9000,0,0,22352,11487,2,2
2018,44,H,F,Single,10000,3,6,22352,7099,1,2
2018,52,C,F,Single,9000,1,3,19000,6430,1,2
2018,49,C,M,Single,21000,0,2,13000,988,1,1
2018,38,B,M,Married,20000,0,8,9500,5898,2,2
2018,57,G,M,Married,10000,0,3,1764,5985,2,2
2018,79,H,M,Single,10000,0,0,75000,12931,1,2
2018,19,C,M,Single,9000,2,9,11176,12700,3,2
2018,36,F,F,Married,5000,6,10,20000,22893,1,2
2018,65,E,F,Single,8000,0,9,9500,12798,1,2
2018,46,D,M,Married,10000,0,4,8500,3797,2,2
2018,35,D,F,Married,15000,0,0,19000,4520,2,2
2018,22,B,F,Single,10000,4,13,11000,5906,1,2
2018,78,F,M,Single,11000,0,1,20000,2379,1,1
2018,32,B,M,Married,13000,0,1,26470,20664,2,2
2018,36,E,F,Married,12000,0,1,15294,3922,2,2
2018,59,E,M,Married,13000,4,6,47500,12827,1,2
2018,61,B,M,Married,10000,0,1,12941,29301,2,2
2018,31,G,M,Divorced,7000,1,6,6470,19032,1,2
2018,49,H,F,Married,15000,5,13,11176,10730,2,2
2018,27,C,M,Single,13000,1,1,32500,563,2,1
2018,39,D,M,Single,12000,1,3,55000,1493,1,1
2018,49,G,M,Single,13000,4,6,4117,2591,2,1
2018,77,G,M,Divorced,9000,0,4,15000,18543,2,2
2018,37,H,F,Married,14000,4,6,8500,2250,1,1
2018,59,D,F,Single,14000,2,15,19000,6467,1,2
2018,70,B,M,Single,9000,4,7,17647,11113,1,2
2018,66,D,M,Married,5000,1,12,4117,21362,1,2
2018,34,G,M,Married,9000,0,0,20000,16685,2,2
2018,56,B,F,Married,9000,8,9,17000,1747,2,1
2018,54,D,M,Single,15000,7,13,15294,19328,3,2
2018,28,F,F,Single,10000,5,12,8823,22139,3,2
2018,65,D,M,Single,10000,0,0,20000,57323,2,2
2018,47,B,M,Single,21000,1,3,55882,15876,1,2
2018,32,E,M,Married,11000,4,5,5294,9094,2,2
2018,26,C,M,Single,9000,4,4,22352,5710,1,2
2018,26,A,F,Married,21000,2,4,15000,3636,2,2
2018,48,F,F,Single,16000,2,4,20000,6374,1,2
2018,34,D,F,Married,17000,0,3,15000,9363,2,2
2018,34,H,M,Married,2000,0,3,15000,17769,2,2
2018,34,F,M,Married,5000,4,8,5294,3445,2,1
2018,58,B,M,Divorced,2000,7,7,15294,6821,1,2
2018,61,G,M,Single,9000,1,2,20000,11447,1,2
2018,40,C,F,Single,8000,0,2,32352,78643,1,2
2018,44,A,M,Single,3000,0,2,17000,2151,2,1
2018,30,E,F,Married,4000,5,5,6470,2022,2,1
2018,36,A,F,Single,8000,2,11,6470,3277,2,1
2018,48,E,F,Married,13000,2,3,15294,14176,2,2
2018,62,F,F,Single,14000,9,9,10000,724,1,1
2018,49,B,M,Single,13000,0,0,17000,8873,2,2
2018,26,A,M,Married,12000,4,5,22352,23352,2,2
2018,24,F,F,Widowed,7000,0,6,8823,18954,1,2
2018,66,D,M,Married,3000,1,10,5294,2345,2,1
2018,30,H,M,Single,12000,0,1,32500,6415,1,2
2018,42,B,F,Single,10000,1,8,19000,18030,3,2
2018,47,F,F,Divorced,11000,1,3,55882,18150,2,2
2018,40,F,M,Single,13000,1,1,20000,11108,1,2
2018,67,E,M,Single,8000,1,1,13000,4258,1,2
2018,30,G,F,Single,12000,1,2,7647,7551,1,2
2018,74,E,M,Single,8000,0,9,10000,3737,3,2
2018,38,H,M,Married,12000,0,0,5294,5565,1,2
2018,63,C,M,Single,11000,4,14,19000,22245,1,2
2018,69,G,M,Single,8000,3,3,17000,34691,2,2
2018,27,F,M,Single,11000,0,3,17000,19633,1,2
2018,37,F,M,Married,9000,0,6,6500,2884,2,1
2018,60,F,M,Single,10000,2,5,27500,22416,1,2
2018,39,F,M,Married,3000,7,7,17647,6649,1,2
2018,67,G,M,Married,2000,5,12,17000,11128,4,2
2018,58,E,M,Single,12000,3,4,38235,7876,1,2
2018,25,E,M,Single,7000,0,1,17647,24097,1,2
2018,40,B,F,Married,21000,0,7,2500,19217,2,2
2018,67,F,F,Single,9000,1,1,22352,554,1,1
2018,42,B,M,Married,9000,1,1,20000,1084,2,1
2018,32,C,M,Married,17000,6,12,7500,4312,2,2
2018,71,A,F,Single,9000,3,6,2941,12240,1,2
2018,34,E,M,Single,7000,0,3,10000,10306,1,2
2018,49,G,M,Married,5000,0,7,10000,5014,2,2
2018,42,C,F,Married,14000,0,7,20000,7846,2,2
2018,76,A,F,Divorced,4000,0,5,8500,16618,3,2
2018,33,H,F,Married,3000,0,5,12941,37787,2,2
2018,35,B,M,Married,11000,2,3,17647,2291,1,1
2018,62,B,F,Married,13000,0,0,11000,11983,2,2
2018,22,C,M,Single,12000,6,11,2941,6164,1,2
2018,54,C,M,Married,15000,2,4,88235,1988,1,1
2018,55,B,M,Single,16000,1,1,10000,11459,1,2
2018,47,F,F,Single,13000,0,1,17000,4337,1,2
2018,49,C,M,Single,12000,0,6,19000,531,1,1
2018,60,A,F,Single,11000,0,14,12941,11016,2,2
2018,78,F,F,Single,13000,6,15,7647,3732,1,2
2018,35,F,F,Divorced,3000,0,12,2941,14607,1,2
2018,45,H,M,Married,14000,4,4,2500,3651,2,2
2018,27,E,M,Married,8000,0,0,12941,695,2,1
2018,57,A,M,Single,7000,1,1,15000,16764,3,2
2018,33,C,M,Married,13000,3,3,7647,13671,1,2
2018,51,D,F,Single,11000,3,5,22352,15385,3,2
2018,69,C,M,Married,4000,0,1,12941,4727,2,2
2018,17,A,F,Single,10000,1,3,15294,0,2,0
2018,22,H,F,Single,10000,5,5,1764,42649,1,2
2018,60,E,M,Married,11000,2,14,4117,8323,1,2
2018,45,B,F,Married,10000,0,4,22352,8691,2,2
2018,47,C,F,Married,16000,0,3,15000,16893,2,2
2018,33,H,F,Single,12000,3,4,20000,1380,1,1
2018,70,E,M,Divorced,10000,1,13,17647,7650,1,2
2018,54,D,F,Married,7000,0,1,8823,4043,2,2
2018,26,F,M,Single,13000,4,12,20000,25988,1,2
2018,49,B,M,Married,13000,0,3,47500,18078,2,2
2018,36,C,M,Single,11000,3,3,11000,11283,1,2
2018,40,A,M,Married,5000,5,8,10000,13759,2,2
2018,21,D,M,Widowed,9000,6,10,5500,20283,1,2
2018,50,F,F,Married,12000,1,1,17647,12441,4,2
2018,46,D,M,Single,12000,1,1,20000,2240,4,1
2018,46,D,M,Single,10000,8,9,37500,4246,1,2
2018,64,D,M,Single,9000,3,8,6470,11422,2,2
2018,51,C,F,Married,6000,3,12,7647,9989,2,2
2018,44,C,M,Single,12000,0,3,15294,29616,1,2
2018,65,H,M,Single,2000,2,6,12941,3910,1,2
2018,26,F,F,Single,11000,0,0,6500,2737,1,1
2018,19,H,F,Married,9000,5,5,22352,9333,2,2
2018,30,D,F,Single,5000,8,11,32500,10889,1,2
2018,64,A,M,Single,12000,1,4,22352,23492,2,2
2018,42,C,F,Married,10000,2,2,37500,36479,2,2
2018,43,D,M,Single,6000,0,3,76470,5737,1,2
2018,22,G,M,Single,3000,1,10,7647,1683,1,1
2018,58,E,F,Single,10000,1,2,11000,10994,1,2
2018,34,E,F,Widowed,15000,7,10,11000,7332,1,2
2018,53,F,M,Single,10000,0,0,15294,0,1,0
2018,45,C,M,Single,10000,2,6,26470,8302,1,2
2018,62,C,F,Married,11000,2,10,11176,9073,2,2
2018,60,A,M,Married,10000,3,6,22352,23460,2,2
2018,52,G,F,Married,8000,6,6,7500,32580,4,2
2018,53,C,M,Single,12000,0,9,6500,4068,1,2
2018,68,B,M,Single,10000,5,6,15294,16652,1,2
2018,49,G,F,Single,11000,0,0,44117,1098,1,1
2018,44,F,M,Married,10000,9,12,17000,35841,4,2
2018,66,H,M,Single,3000,3,19,11176,2997,3,1
2018,24,B,M,Single,21000,1,4,22352,8387,1,2
2018,39,B,F,Married,15000,0,2,15000,4831,1,2
2018,34,B,F,Single,10000,3,8,50000,3963,1,2
2018,29,C,M,Married,2000,0,5,8823,7756,2,2
2018,66,B,F,Single,15000,4,5,20000,1464,1,1
2018,49,F,F,Single,15000,0,10,4500,7415,2,2
2018,63,G,M,Single,10000,0,3,7500,1081,1,1
2018,47,G,M,Married,10000,4,9,1764,17492,2,2
2018,68,G,M,Single,5000,3,5,1764,2088,1,1
2018,54,B,F,Married,19000,3,6,26470,16810,2,2
2018,59,B,M,Single,3000,4,5,1764,6096,2,2
2018,45,F,M,Married,9000,0,8,13000,12380,2,2
2018,64,G,M,Divorced,9000,5,10,10000,15393,2,2
2018,36,G,M,Single,7000,4,15,6500,1596,1,1
2018,69,D,F,Divorced,3000,0,4,8500,7278,1,2
2018,32,C,F,Married,7000,0,0,15294,8010,2,2
2018,55,D,M,Married,12000,3,9,4500,15107,3,2
2018,62,F,M,Married,12000,3,3,20000,17169,2,2
2018,31,H,M,Single,7000,1,2,88235,1166,3,1
2018,54,C,F,Married,19000,0,0,15294,8321,2,2
2018,47,F,F,Married,10000,4,4,44117,6139,1,2
2018,59,C,M,Married,16000,3,7,6470,2916,2,1
2018,79,A,M,Single,10000,0,3,11000,8510,3,2
2018,38,F,F,Widowed,5000,3,7,7647,1863,1,1
2018,28,D,M,Single,10000,0,8,13000,1542,1,1
2018,52,H,M,Single,13000,2,3,13000,1050,1,1
2018,50,D,F,Single,15000,2,2,11176,5187,1,2
2018,69,H,F,Married,12000,1,1,17000,11801,2,2
2018,31,D,F,Single,12000,7,11,17000,4184,2,2
2018,73,H,M,Widowed,3000,0,7,4117,10147,2,2
2018,35,A,F,Married,15000,1,1,15000,800,2,1
2018,27,F,F,Married,3000,2,10,10000,2018,1,1
2018,43,H,F,Married,10000,5,8,19000,30465,2,2
2018,58,D,M,Married,13000,0,4,26470,12693,1,2
2018,54,F,M,Single,8000,0,4,17647,21299,1,2
2018,45,F,F,Widowed,11000,3,7,4117,10679,1,2
2018,41,E,F,Divorced,12000,1,1,13000,1327,1,1
2018,28,D,F,Married,9000,0,3,17647,7165,2,2
2018,79,D,F,Divorced,13000,1,8,1500,6322,1,2
2018,57,F,M,Married,13000,0,2,38235,4357,1,2
2018,75,C,F,Divorced,7000,0,4,19000,3282,4,1
2018,37,E,F,Single,11000,3,3,38235,6173,1,2
2018,51,B,M,Married,11000,4,11,19000,8030,2,2
2018,79,F,M,Single,5000,6,19,8823,34230,2,2
2018,40,A,F,Married,13000,0,1,15294,8386,2,2
2018,45,D,M,Married,9000,0,3,26470,7024,2,2
2018,27,E,M,Married,14000,0,12,15000,22890,2,2
2018,68,A,M,Married,6000,0,2,42500,18473,3,2
2018,37,D,M,Married,10000,1,1,17000,12141,2,2
2018,34,B,F,Single,19000,4,5,19000,1878,1,1
2018,53,D,M,Divorced,14000,1,1,12941,8177,1,2
2018,58,E,M,Single,20000,1,3,3500,808,1,1
2018,40,A,F,Married,10000,2,5,22500,665,2,1
2018,32,C,M,Single,20000,6,8,44117,3100,1,1
2018,55,D,F,Married,4000,3,10,15294,4108,2,2
2018,30,B,M,Single,12000,0,1,76470,621,2,1
2018,72,E,M,Divorced,5000,2,7,10000,2098,1,1
2018,40,B,M,Single,16000,0,7,32352,72710,1,2
2018,55,F,F,Married,12000,0,1,76470,10196,1,2
2018,56,G,F,Married,15000,9,9,10000,8004,2,2
2018,53,D,M,Single,12000,0,0,176470,6731,1,2
2018,39,A,F,Single,11000,2,5,19000,27791,1,2
2018,31,G,F,Single,10000,5,5,37500,14284,1,2
2018,37,G,M,Married,13000,5,15,6470,1972,2,1
2018,62,A,M,Married,9000,1,1,9500,1459,2,1
2018,41,E,M,Married,8000,8,8,17647,3436,2,1
2018,53,C,F,Married,12000,5,13,5500,2505,2,1
2018,70,A,F,Married,7000,0,0,3500,9911,1,2
2018,20,C,F,Single,11000,0,5,47500,4537,1,2
2018,44,C,F,Single,7000,1,4,6500,7799,2,2
2018,40,D,F,Married,15000,1,1,38235,4919,2,2
2018,25,B,M,Single,11000,1,5,6470,25142,4,2
2018,51,F,M,Married,10000,4,4,32352,5971,2,2
2018,57,H,F,Married,9000,3,6,7500,5054,2,2
2018,60,B,F,Married,13000,8,11,6470,9095,2,2
2018,63,H,F,Single,15000,2,8,6500,9181,1,2
2018,57,F,F,Single,7000,1,4,19000,4923,1,2
2018,25,D,M,Single,12000,0,0,27500,6673,1,2
2018,19,B,M,Single,5000,9,13,6500,32715,1,2
2018,60,G,M,Married,19000,2,14,12941,1628,2,1
2018,57,G,M,Married,15000,0,3,55000,3399,2,1
2018,32,D,M,Single,10000,7,8,5500,2015,2,1
2018,46,F,F,Married,12000,0,2,7500,2674,2,1
2018,50,H,F,Married,10000,5,9,6470,14293,2,2
2018,50,F,M,Single,15000,3,3,12941,8712,2,2
2018,44,C,F,Single,9000,8,9,7500,29096,1,2
2018,64,D,M,Single,5000,2,14,7500,5593,1,2
2018,75,A,M,Married,11000,4,6,11176,2888,2,1
2018,57,F,M,Married,5000,0,5,26470,32534,2,2
2018,31,G,M,Married,7000,10,14,13000,35183,2,2
2018,74,B,M,Single,12000,3,8,32352,55170,3,2
2018,54,C,M,Single,6000,0,1,15000,6807,2,2
2018,41,G,M,Married,10000,6,7,11176,24622,2,2
2018,35,E,M,Single,14000,5,5,15000,3802,1,2
2018,34,D,M,Married,14000,1,7,5294,7040,2,2
2018,66,E,M,Married,9000,4,5,15294,2706,2,1
2018,49,F,M,Single,14000,3,3,2941,11826,2,2
2018,71,E,M,Divorced,10000,4,7,17000,5321,1,2
2018,59,E,M,Single,4000,3,17,13000,29920,1,2
2018,79,D,M,Single,1000,7,11,22352,6238,1,2
2018,68,E,M,Single,14000,6,6,11000,8062,3,2
2018,52,C,F,Single,14000,2,3,12941,5357,1,2
2018,35,D,M,Single,5000,0,6,32500,8671,1,2
2018,45,A,M,Single,10000,1,4,75000,1342,1,1
2018,32,B,M,Single,14000,1,5,22352,7534,3,2
2018,35,G,F,Married,10000,6,6,5294,2629,2,1
2018,22,F,M,Single,13000,0,5,8823,13487,2,2
2018,20,F,M,Single,13000,0,1,22352,3296,1,1
2018,40,D,F,Married,15000,2,5,17647,3148,2,1
2018,31,E,M,Married,10000,1,16,7500,24882,2,2
2018,63,D,F,Married,6000,3,5,1764,4784,2,2
2018,55,A,M,Single,21000,1,1,11000,22279,1,2
2018,46,D,M,Single,4000,2,2,55882,14241,1,2
2018,42,G,F,Single,11000,0,0,8823,25312,1,2
2018,53,C,M,Married,7000,0,3,19000,9459,3,2
2018,48,D,M,Single,13000,3,12,4117,14703,1,2
2018,47,G,F,Married,10000,4,8,13000,3265,1,1
2018,60,C,M,Divorced,12000,0,7,9500,1172,2,1
2018,56,H,F,Married,15000,1,2,6470,3127,2,1
2018,42,H,M,Single,10000,0,1,17647,3383,1,1
2018,41,F,F,Single,11000,0,11,6500,10859,1,2
2018,72,E,F,Married,10000,5,9,22352,10158,2,2
2018,65,B,F,Single,1000,1,1,22352,2385,1,1
2018,45,D,M,Married,5000,1,6,15294,3726,2,2
2018,40,H,M,Married,9000,1,17,8500,2989,2,1
2018,63,F,F,Single,14000,3,3,22500,21634,4,2
2018,31,D,M,Single,14000,0,3,22352,11657,3,2
2018,41,D,M,Married,16000,2,11,8500,16612,1,2
2018,71,B,F,Single,5000,5,10,10000,5938,2,2
2018,17,H,M,Single,8000,0,4,47500,22007,1,2
2018,24,G,F,Married,21000,5,6,3500,11770,2,2
2018,55,H,F,Single,8000,7,14,4117,5913,1,2
2018,41,F,M,Single,11000,9,18,17647,9417,1,2
2018,72,A,F,Single,5000,5,7,10000,2020,1,1
2018,21,G,M,Single,10000,1,2,2941,28919,3,2
2018,51,A,M,Married,9000,2,4,32352,2097,2,1
2018,43,B,M,Married,7000,0,4,22352,13151,2,2
2018,40,H,M,Married,9000,2,9,11000,7140,2,2
2018,49,F,M,Single,14000,2,4,75000,1170,1,1
2018,34,E,M,Single,4000,9,12,11176,10165,1,2
2018,52,H,F,Married,12000,1,3,42500,2770,2,1
2018,35,C,M,Single,5000,4,5,20000,2293,1,1
2018,53,E,F,Single,15000,0,4,15294,4974,3,2
2018,28,E,M,Single,9000,1,5,12941,10245,2,2
2018,21,H,M,Single,11000,1,7,6500,33356,1,2
2018,47,A,M,Single,14000,8,8,11000,4570,1,2
2018,66,F,F,Single,5000,5,6,5294,10811,4,2
2018,33,H,F,Single,2000,10,14,5500,7653,1,2
2018,57,A,F,Married,17000,0,5,19000,4521,2,2
2018,44,A,F,Single,11000,8,20,3500,19300,4,2
2018,73,F,F,Widowed,10000,0,5,17647,6158,3,2
2018,47,E,M,Single,12000,0,0,1764,504,4,1
2018,72,C,M,Single,5000,4,8,2941,5411,1,2
2018,63,C,M,Single,11000,1,6,8823,47231,1,2
2018,58,C,M,Married,11000,1,1,15000,1823,4,1
2018,28,C,M,Single,11000,1,5,12941,5760,1,2
2018,48,H,M,Single,8000,0,8,8500,1377,1,1
2018,50,B,M,Married,12000,1,8,19000,21568,2,2
2018,63,E,M,Divorced,9000,0,6,12941,3492,1,2
2018,43,C,F,Single,10000,1,2,26470,8861,2,2
2018,62,E,M,Single,14000,1,12,11176,17517,1,2
2018,42,G,F,Divorced,14000,2,6,19000,30608,1,2
